datetime	AR	CO	MX	PE	CL	EC	VE	CR	GT	SV	UY	PY	PA	HN	NI	DO	BO	CU	PR	ES
2019-06-03 23:20:01	13533	99626	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-03 23:20:02	NULL	NULL	102181	29168	17809	3105	19937	1679	4075	3445	3105	251	1196	3105	315	680	318	31	112	2526
2019-06-04 00:20:01	13530	99650	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 00:20:02	NULL	NULL	102352	29238	17830	3108	19936	1681	4084	3454	3108	251	1196	3108	315	680	318	31	112	2526
2019-06-04 01:20:00	13529	99689	NULL	29268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 01:20:01	NULL	NULL	102400	NULL	17821	3108	19936	1681	4088	3453	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 01:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3108	251	1196	3108	315	680	318	31	112	2526
2019-06-04 02:20:00	NULL	99697	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 02:20:02	13529	NULL	102474	29275	17824	3107	19936	1681	4088	3453	3107	251	1196	3107	315	680	318	NULL	NULL	NULL
2019-06-04 02:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31	112	2526
2019-06-04 03:20:00	13529	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 03:20:01	NULL	NULL	102503	29284	NULL	NULL	19936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 03:20:02	NULL	99756	NULL	NULL	17824	3107	NULL	1681	4087	3452	3107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 04:20:01	13529	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 04:20:02	NULL	99777	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 04:20:03	NULL	NULL	102535	29304	17824	3107	19936	1682	4087	3452	3107	251	1196	3107	315	680	318	31	112	2526
2019-06-04 05:20:01	13529	99781	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 05:20:02	NULL	NULL	102565	29308	17824	3107	19936	1682	4087	3452	3107	251	1196	3107	316	680	318	31	112	2526
2019-06-04 06:20:00	13530	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 06:20:01	NULL	99780	102585	29309	17824	3107	19936	1682	4087	3452	3107	251	1196	3107	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 06:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	316	680	318	31	112	2526
2019-06-04 07:20:00	NULL	99781	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 07:20:01	13530	NULL	102585	29301	17824	3107	19936	NULL	4085	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 07:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1675	NULL	3451	3107	251	1196	3107	316	680	318	31	112	2526
2019-06-04 08:20:00	13529	99762	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 08:20:02	NULL	NULL	102584	29299	17812	3107	19936	1675	4082	3439	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 08:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3093	251	1196	3107	316	680	318	31	112	2526
2019-06-04 09:20:00	NULL	99623	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 09:20:01	13526	NULL	102517	29289	17782	3092	19936	1675	4082	3436	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 09:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3092	251	1196	3092	316	680	318	31	112	2525
2019-06-04 10:20:00	13507	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 10:20:01	NULL	99455	102407	29272	17744	3086	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 10:20:02	NULL	NULL	NULL	NULL	NULL	NULL	19936	1670	4081	3426	3086	251	1194	3086	314	680	318	31	112	2525
2019-06-04 11:20:00	NULL	NULL	102299	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 11:20:01	NULL	NULL	NULL	NULL	17718	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 11:20:02	13487	99389	NULL	29248	NULL	3080	19907	1669	4072	3415	NULL	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 12:20:02	13456	99266	102178	29230	17673	3073	19884	1667	4059	3403	3073	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 12:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1194	3073	313	680	310	31	112	2525
2019-06-04 13:20:00	13456	99330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 13:20:01	NULL	NULL	102038	29143	17662	3072	19952	NULL	4052	3402	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 13:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1667	NULL	NULL	3072	251	1194	3072	315	680	310	31	112	2525
2019-06-04 14:20:01	13476	99558	102028	29098	17699	3102	20000	1682	4059	3423	3102	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 14:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	251	1200	3102	315	681	312	31	112	2527
2019-06-04 15:20:00	NULL	99635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 15:20:01	13486	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 15:20:02	NULL	NULL	102018	29084	17769	3107	20032	1681	4058	3406	3106	251	1201	3106	315	681	312	31	112	2527
2019-06-04 16:20:01	13461	99784	101990	29101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 16:20:02	NULL	NULL	NULL	NULL	17767	3112	20023	1675	4066	3421	3112	251	1201	3112	315	682	313	31	112	2527
2019-06-04 17:20:01	NULL	99868	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 17:20:02	13458	NULL	102025	29217	17818	3109	20084	NULL	4068	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 17:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1677	NULL	3424	3109	251	1201	3109	318	671	313	31	112	2526
2019-06-04 18:20:01	13445	99876	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 18:20:02	NULL	NULL	102099	29303	17823	3103	20123	1676	4064	3419	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 19:20:02	NULL	99925	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 19:20:05	13515	NULL	102221	29305	17838	3126	20170	1676	4065	3444	3131	251	1206	3131	321	668	313	31	112	2526
2019-06-04 20:20:01	13539	100035	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 20:20:03	NULL	NULL	102288	29275	17849	3134	20216	1678	4061	3442	3134	251	1204	3134	321	669	313	31	112	2526
2019-06-04 21:20:01	13586	100248	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 21:20:02	NULL	NULL	102410	29322	17705	3140	20248	1684	4068	3452	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 21:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3139	251	1206	3139	323	670	313	31	112	2526
2019-06-04 22:20:01	13583	100366	102495	29363	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 22:20:02	NULL	NULL	NULL	NULL	17748	3156	20289	1692	4073	3450	3156	251	1206	3156	324	671	313	31	112	2526
2019-06-04 23:20:01	13583	100418	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-04 23:20:03	NULL	NULL	102658	29415	17774	3163	20288	1696	4091	3448	3163	251	1204	3163	324	671	313	31	112	2526
2019-06-05 00:20:01	13582	100643	102774	29464	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 00:20:03	NULL	NULL	NULL	NULL	17784	3164	20283	1700	4095	3449	3164	251	1204	3164	324	671	313	31	112	2524
2019-06-05 01:20:00	13580	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 01:20:01	NULL	100753	102830	29484	17782	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 01:20:02	NULL	NULL	NULL	NULL	NULL	3164	20283	1699	4096	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 01:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3452	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 02:20:02	13580	100775	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 02:20:03	NULL	NULL	102857	29494	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 02:20:04	NULL	NULL	NULL	NULL	17790	3164	20282	1699	4098	3452	3164	251	1204	3164	324	671	313	31	112	2524
2019-06-05 03:20:01	13582	100796	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 03:20:02	NULL	NULL	102844	29503	17791	3164	20282	1699	4099	3452	3164	251	1204	3164	323	671	313	31	112	2527
2019-06-05 04:20:01	13582	100807	102914	29514	17791	3164	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 04:20:02	NULL	NULL	NULL	NULL	NULL	NULL	20282	1699	4099	3452	3164	251	1204	3164	323	NULL	NULL	NULL	NULL	NULL
2019-06-05 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	671	313	31	112	NULL
2019-06-05 04:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2527
2019-06-05 05:20:00	NULL	100822	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 05:20:01	13582	NULL	NULL	NULL	17791	NULL	20282	1699	4101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 05:20:02	NULL	NULL	102930	29513	NULL	3164	NULL	NULL	NULL	3452	3164	251	1204	3164	323	NULL	NULL	NULL	NULL	NULL
2019-06-05 05:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	671	313	31	112	2527
2019-06-05 06:20:01	NULL	100818	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 06:20:03	13582	NULL	102950	29509	17791	3164	20282	1699	4101	3451	3164	251	1204	3164	323	671	313	31	112	2527
2019-06-05 07:20:02	13582	100815	102950	29511	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 07:20:03	NULL	NULL	NULL	NULL	17791	3164	20282	1699	4101	3451	3164	251	1204	3164	323	671	313	31	112	2527
2019-06-05 08:20:00	NULL	100782	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 08:20:01	13581	NULL	102945	29514	17785	3164	20282	1697	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 08:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4096	3441	3164	251	1204	3164	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 08:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	323	671	313	31	112	2529
2019-06-05 09:20:00	13578	100642	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 09:20:02	NULL	NULL	102882	29514	17770	3152	20282	1696	NULL	3440	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 09:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4088	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 10:20:02	13572	100538	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 10:20:04	NULL	NULL	102824	29490	17747	3149	20280	1694	4082	3432	3149	249	1204	3150	323	671	313	31	112	2529
2019-06-05 11:20:00	13554	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 11:20:02	NULL	100409	102715	29477	17722	3147	NULL	NULL	4078	3426	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 11:20:03	NULL	NULL	NULL	NULL	NULL	NULL	20180	1693	NULL	NULL	3149	249	1204	3149	323	671	313	31	112	2529
2019-06-05 12:20:01	13549	100320	102595	29452	17692	3145	20125	1693	4067	3425	3145	249	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 12:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1204	3145	323	670	313	31	112	2529
2019-06-05 13:20:00	13482	100423	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 13:20:01	NULL	NULL	102455	29400	17660	3140	20147	1693	4074	3454	3140	249	1200	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 13:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3159	326	670	313	31	112	2531
2019-06-05 14:20:01	13523	100637	102263	29378	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 14:20:03	NULL	NULL	NULL	NULL	17677	3156	20159	1701	4075	3452	3157	249	1204	3156	326	670	313	31	112	2529
2019-06-05 15:20:01	NULL	100672	102318	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 15:20:02	13535	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 15:20:03	NULL	NULL	NULL	29327	17684	3166	20191	1705	4089	3451	3166	249	1206	3166	326	669	313	31	112	2531
2019-06-05 16:20:01	13559	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 16:20:02	NULL	100751	102326	NULL	17676	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 17:20:02	13536	100880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 17:20:04	NULL	NULL	102355	29385	17740	3168	20199	1709	4090	3464	3168	251	1206	3168	326	NULL	NULL	NULL	NULL	NULL
2019-06-05 17:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	669	313	31	112	2531
2019-06-05 18:20:01	13531	100872	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 18:20:03	NULL	NULL	102380	29381	17730	3174	20220	1710	4095	3470	3174	251	1206	3174	327	669	313	31	112	2530
2019-06-05 19:20:00	13559	100937	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 19:20:01	NULL	NULL	102467	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 19:20:02	NULL	NULL	NULL	29359	17721	3178	20239	1708	4101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 19:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3470	3174	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 19:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1207	3173	327	NULL	NULL	NULL	NULL	NULL
2019-06-05 19:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	669	NULL	NULL	NULL	NULL
2019-06-05 19:20:06	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	313	31	112	2530
2019-06-05 20:20:01	13593	101013	102549	29354	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 20:20:03	NULL	NULL	NULL	NULL	17757	3174	20222	1709	4100	3479	3174	251	1207	3174	327	669	313	31	112	2530
2019-06-05 21:20:01	13604	101104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 21:20:02	NULL	NULL	102617	29347	17773	3190	20268	1714	4105	3489	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 21:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3190	251	1208	3190	328	673	313	31	112	2531
2019-06-05 22:20:01	13602	101511	102758	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 22:20:03	NULL	NULL	NULL	29387	17804	3194	20281	1718	4111	3497	3195	251	1213	3195	328	674	313	31	112	2531
2019-06-05 23:20:01	13601	101677	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-05 23:20:03	NULL	NULL	102925	29429	17849	3196	20263	1722	4125	3497	3197	251	1212	3196	329	674	313	31	112	2529
2019-06-06 00:20:00	NULL	101803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 00:20:02	13603	NULL	103127	29420	17855	3197	20263	1724	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 01:20:00	NULL	101837	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 01:20:01	13640	NULL	103171	29428	17859	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 01:20:02	NULL	NULL	NULL	NULL	NULL	3197	20263	1724	4126	3495	3197	251	1212	3198	328	674	313	31	112	2529
2019-06-06 02:20:00	13640	101850	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 02:20:01	NULL	NULL	103173	NULL	17865	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 02:20:02	NULL	NULL	NULL	29447	NULL	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 02:20:03	NULL	NULL	NULL	NULL	NULL	NULL	20263	1724	4126	NULL	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 02:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3495	NULL	251	1212	3199	328	674	313	31	112	2529
2019-06-06 03:20:00	13641	101844	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 03:20:01	NULL	NULL	103180	29462	17871	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 03:20:03	NULL	NULL	NULL	NULL	NULL	NULL	20263	1724	4126	3495	NULL	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 03:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3199	NULL	1212	3199	328	674	313	31	112	2529
2019-06-06 04:20:00	NULL	101860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 04:20:01	13640	NULL	103241	29474	NULL	3199	20263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 04:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1724	4125	3495	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 04:20:03	NULL	NULL	NULL	NULL	17873	NULL	NULL	NULL	NULL	NULL	NULL	251	1212	3199	328	674	313	31	112	2529
2019-06-06 05:20:00	NULL	101867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 05:20:01	13640	NULL	103247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 05:20:02	NULL	NULL	NULL	29487	17873	3199	20263	1724	4127	3495	3199	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 05:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1212	3199	328	674	313	NULL	NULL	NULL
2019-06-06 05:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31	112	2529
2019-06-06 06:20:01	NULL	101867	103247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 06:20:02	NULL	NULL	NULL	NULL	NULL	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 06:20:03	13641	NULL	NULL	29491	17873	NULL	20263	1724	4128	3494	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 06:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3199	251	1212	3199	328	674	313	31	112	2529
2019-06-06 07:20:00	13641	101867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 07:20:01	NULL	NULL	103251	29491	17873	3199	20263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 07:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3494	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 08:20:02	13641	101869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-06-06 08:20:03	NULL	NULL	103249	29490	17873	3199	20263	1724	4126	3494	3199	251	1212	3199	328	674	313	31	112	2529
