datetime	AR	CO	MX	PE	CL	EC	VE	GT	SV	UY	HN
4/30/19 2:20	NULL	NULL	NULL	NULL	0.643664485	0.430851064	0.88608137	NULL	NULL	NULL	NULL
4/30/19 3:20	NULL	0.215407217	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 3:20	0.098522167	NULL	0.239222161	0.668960245	0.644854253	0.433510638	0.88608137	0.103161398	0.455657492	NULL	NULL
4/30/19 3:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.418032787	0.428954424
4/30/19 4:20	NULL	0.21687632	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 4:20	0.098522167	NULL	0.246560264	0.674311927	0.644854253	0.433510638	0.885653105	NULL	NULL	NULL	NULL
4/30/19 4:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.103161398	0.455657492	0.418032787	0.428954424
4/30/19 5:20	0.098522167	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 5:20	NULL	0.216692682	0.250779673	0.682721713	0.644854253	0.433510638	0.885653105	0.103161398	NULL	NULL	NULL
4/30/19 5:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.455657492	0.418032787	NULL
4/30/19 5:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.428954424
4/30/19 6:20	0.098074339	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 6:20	NULL	0.216509044	0.251696936	0.682721713	0.644854253	0.433510638	0.885653105	0.103161398	0.455657492	0.418032787	0.428954424
4/30/19 7:20	0.098074339	0.216233587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 7:20	NULL	NULL	0.252063841	0.682721713	0.643069601	0.433510638	0.885653105	0.103161398	NULL	NULL	NULL
4/30/19 7:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.455657492	NULL	0.428954424
4/30/19 8:20	0.098074339	0.210908089	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 8:20	NULL	NULL	0.251330031	0.681192661	0.643069601	0.433510638	0.885653105	0.098169717	0.452599388	0.418032787	0.428954424
